estate,debts,husband,wife,father,mother,sons,daughters,sisters_m,grandfather,grandmother,grandsons,granddaughters,share_husband,share_wife,share_mother,share_sons,share_fathers,share_grandsons,share_brother_ms,row_sum_shares
195863,28026,0,0,0,1,1,3,0,1,0,1,2,41959.25,20979.625,27972.83333333333,38462.64583333333,38462.64583333333,2940.0138888888887,3428.0277777777774,174205.04166666666
75952,12110,1,0,0,1,1,1,3,1,1,1,2,15960.5,7980.25,10640.333333333332,14630.458333333332,14630.458333333332,2940.0138888888887,3428.0277777777774,70210.04166666666
107671,9178,0,0,0,1,1,1,1,1,1,2,1,24623.25,12311.625,16415.5,22571.3125,22571.3125,2940.0138888888887,3428.0277777777774,104861.04166666667
129782,13792,1,0,0,0,1,0,3,1,1,1,1,28997.5,14498.75,19331.666666666664,26581.041666666664,26581.041666666664,2940.0138888888887,3428.0277777777774,122358.04166666667
89807,17664,0,0,0,0,1,4,0,1,0,0,2,18035.75,9017.875,12023.833333333332,16532.770833333332,16532.770833333332,2940.0138888888887,3428.0277777777774,78511.04166666666
142478,36339,0,0,0,1,1,2,3,0,0,1,1,26534.75,13267.375,17689.833333333332,24323.52083333333,24323.52083333333,2940.0138888888887,3428.0277777777774,112507.04166666666
62730,8730,0,1,0,0,1,2,0,0,1,1,2,13500.0,6750.0,9000.0,12375.0,12375.0,2940.0138888888887,3428.0277777777774,60368.04166666667
109322,27124,1,0,0,1,1,2,1,1,0,0,0,20549.5,10274.75,13699.666666666666,18837.041666666664,18837.041666666664,2940.0138888888887,3428.0277777777774,88566.04166666667
151700,22457,0,0,0,0,0,0,2,1,0,1,2,64621.5,32310.75,21540.5,23366.749999999996,3590.083333333333,3590.083333333333,3590.083333333333,152609.75000000003
121423,14486,0,1,0,0,1,4,3,1,0,0,0,26734.25,13367.125,17822.833333333332,24506.39583333333,24506.39583333333,2940.0138888888887,3428.0277777777774,113305.04166666666
104061,22045,0,0,0,0,1,2,0,1,0,1,2,20504.0,10252.0,13669.333333333332,18795.33333333333,18795.33333333333,2940.0138888888887,3428.0277777777774,88384.04166666666
102824,15871,0,1,0,1,1,3,2,1,1,1,1,21738.25,10869.125,14492.166666666666,19926.729166666664,19926.729166666664,2940.0138888888887,3428.0277777777774,93321.04166666667
175835,13393,0,1,0,1,1,3,0,0,0,0,1,40610.5,20305.25,27073.666666666664,37226.29166666666,37226.29166666666,2940.0138888888887,3428.0277777777774,168810.04166666663
177745,11974,0,0,0,1,1,3,1,1,1,0,0,41442.75,20721.375,27628.5,37989.1875,37989.1875,2940.0138888888887,3428.0277777777774,172139.04166666666
188411,35865,1,0,0,0,1,2,0,1,1,2,2,38136.5,19068.25,25424.33333333333,34958.45833333333,34958.45833333333,2940.0138888888887,3428.0277777777774,158914.04166666666
176132,39814,0,1,0,0,1,2,2,0,0,1,0,34079.5,17039.75,22719.666666666664,31239.541666666664,31239.541666666664,2940.0138888888887,3428.0277777777774,142686.04166666663
171981,10138,0,0,1,1,1,3,0,0,0,0,2,40460.75,20230.375,26973.83333333333,37089.02083333333,37089.02083333333,2940.0138888888887,3428.0277777777774,168211.04166666666
115693,32841,0,1,0,1,1,4,0,0,0,2,2,20713.0,10356.5,13808.666666666666,18986.916666666664,18986.916666666664,2940.0138888888887,3428.0277777777774,89220.04166666667
73595,18064,0,0,0,1,1,0,1,1,1,1,0,13882.75,6941.375,9255.166666666666,12725.854166666666,12725.854166666666,2940.0138888888887,3428.0277777777774,61899.04166666666
170990,42226,0,1,0,0,1,4,0,1,0,2,1,32191.0,16095.5,21460.666666666664,29508.416666666664,29508.416666666664,2940.0138888888887,3428.0277777777774,135132.04166666663
59530,8488,0,1,0,0,1,4,3,1,0,1,2,12760.5,6380.25,8507.0,11697.125,11697.125,2940.0138888888887,3428.0277777777774,57410.04166666667
189624,37236,0,0,1,1,1,4,0,0,0,1,1,38097.0,19048.5,25398.0,34922.25,34922.25,2940.0138888888887,3428.0277777777774,158756.04166666666
105581,23429,1,0,0,0,1,3,1,0,1,2,2,20538.0,10269.0,13692.0,18826.5,18826.5,2940.0138888888887,3428.0277777777774,88520.04166666667
149016,22603,0,0,0,0,1,1,1,1,0,0,0,31603.25,15801.625,21068.83333333333,28969.64583333333,28969.64583333333,2940.0138888888887,3428.0277777777774,132781.04166666666
149031,7935,1,0,0,0,1,2,0,1,1,1,2,35274.0,17637.0,23516.0,32334.5,32334.5,2940.0138888888887,3428.0277777777774,147464.04166666666
191543,11676,0,1,0,1,1,3,2,1,1,1,1,44966.75,22483.375,29977.83333333333,41219.52083333333,41219.52083333333,2940.0138888888887,3428.0277777777774,186235.04166666666
55589,4358,0,1,0,1,1,2,2,0,1,0,2,12807.75,6403.875,8538.5,11740.4375,11740.4375,2940.0138888888887,3428.0277777777774,57599.04166666667
184798,16810,1,0,0,1,1,3,0,0,0,2,1,41997.0,20998.5,27998.0,38497.25,38497.25,2940.0138888888887,3428.0277777777774,174356.04166666666
100250,13581,0,1,0,1,1,3,1,1,0,2,1,21667.25,10833.625,14444.833333333332,19861.64583333333,19861.64583333333,2940.0138888888887,3428.0277777777774,93037.04166666666
183710,45932,1,0,0,0,1,0,0,0,0,2,0,34444.5,17222.25,22963.0,31574.125,31574.125,2940.0138888888887,3428.0277777777774,144146.04166666666
59218,6994,1,0,0,0,1,0,0,1,0,0,1,13056.0,6528.0,8704.0,11968.0,11968.0,2940.0138888888887,3428.0277777777774,58592.04166666667
165631,46285,1,0,0,1,1,3,2,0,1,1,2,29836.5,14918.25,19891.0,27350.125,27350.125,2940.0138888888887,3428.0277777777774,125714.04166666667
69023,14131,0,1,0,0,1,4,0,1,1,1,0,13723.0,6861.5,9148.666666666666,12579.416666666666,12579.416666666666,2940.0138888888887,3428.0277777777774,61260.04166666666
84390,10808,0,1,0,1,1,4,0,1,1,0,1,18395.5,9197.75,12263.666666666666,16862.541666666664,16862.541666666664,2940.0138888888887,3428.0277777777774,79950.04166666667
98897,25508,0,0,0,1,1,4,3,1,0,2,0,18347.25,9173.625,12231.5,16818.3125,16818.3125,2940.0138888888887,3428.0277777777774,79757.04166666667
103660,22440,0,0,0,0,1,0,2,1,0,0,1,20305.0,10152.5,13536.666666666666,18612.916666666664,18612.916666666664,2940.0138888888887,3428.0277777777774,87588.04166666667
119733,19168,1,0,0,0,1,0,3,0,1,2,1,25141.25,12570.625,16760.833333333332,23046.14583333333,23046.14583333333,2940.0138888888887,3428.0277777777774,106933.04166666666
79750,19370,1,0,0,1,1,0,3,1,1,1,2,15095.0,7547.5,10063.333333333332,13837.083333333332,13837.083333333332,2940.0138888888887,3428.0277777777774,66748.04166666667
193391,25397,0,0,0,1,1,0,0,0,0,2,2,41998.5,20999.25,27999.0,38498.625,38498.625,2940.0138888888887,3428.0277777777774,174362.04166666666
92722,23867,1,0,0,0,1,4,1,1,1,2,0,17213.75,8606.875,11475.833333333332,15779.270833333332,15779.270833333332,2940.0138888888887,3428.0277777777774,75223.04166666666
112419,28217,0,0,0,0,1,3,2,1,1,0,0,21050.5,10525.25,14033.666666666666,19296.291666666664,19296.291666666664,2940.0138888888887,3428.0277777777774,90570.04166666667
191686,47235,0,1,0,0,1,4,3,0,1,2,1,36112.75,18056.375,24075.166666666664,33103.354166666664,33103.354166666664,2940.0138888888887,3428.0277777777774,150819.04166666663
135274,31185,0,0,0,0,1,4,3,1,1,0,2,26022.25,13011.125,17348.166666666664,23853.729166666664,23853.729166666664,2940.0138888888887,3428.0277777777774,110457.04166666667
105954,15232,1,0,0,0,1,2,3,0,1,2,1,22680.5,11340.25,15120.333333333332,20790.45833333333,20790.45833333333,2940.0138888888887,3428.0277777777774,97090.04166666666
111749,6723,0,0,0,1,1,3,2,1,0,0,0,26256.5,13128.25,17504.333333333332,24068.45833333333,24068.45833333333,2940.0138888888887,3428.0277777777774,111394.04166666666
156946,12722,1,0,0,1,1,2,1,1,0,2,2,36056.0,18028.0,24037.33333333333,33051.33333333333,33051.33333333333,2940.0138888888887,3428.0277777777774,150592.04166666666
141063,37477,1,0,0,1,1,0,1,0,1,0,0,25896.5,12948.25,17264.333333333332,23738.45833333333,23738.45833333333,2940.0138888888887,3428.0277777777774,109954.04166666666
104267,28532,0,1,0,1,1,1,1,1,1,0,1,18933.75,9466.875,12622.5,17355.9375,17355.9375,2940.0138888888887,3428.0277777777774,82103.04166666667
91220,6105,0,1,0,0,1,3,1,0,0,0,1,21278.75,10639.375,14185.833333333332,19505.52083333333,19505.52083333333,2940.0138888888887,3428.0277777777774,91483.04166666666
97878,25662,1,0,0,0,1,0,2,0,1,0,2,18054.0,9027.0,12036.0,16549.5,16549.5,2940.0138888888887,3428.0277777777774,78584.04166666667
155585,27822,0,1,0,1,1,3,1,1,0,1,2,31940.75,15970.375,21293.83333333333,29279.02083333333,29279.02083333333,2940.0138888888887,3428.0277777777774,134131.04166666666
142244,41242,0,1,0,0,1,3,0,1,0,0,1,25250.5,12625.25,16833.666666666664,23146.291666666664,23146.291666666664,2940.0138888888887,3428.0277777777774,107370.04166666667
145534,15638,0,1,0,0,1,4,3,1,0,1,2,32474.0,16237.0,21649.33333333333,29767.83333333333,29767.83333333333,2940.0138888888887,3428.0277777777774,136264.04166666666
95175,5004,0,1,0,0,1,1,1,0,1,2,2,22542.75,11271.375,15028.5,20664.1875,20664.1875,2940.0138888888887,3428.0277777777774,96539.04166666667
146869,26743,0,1,0,1,1,2,2,1,1,1,0,30031.5,15015.75,20021.0,27528.875,27528.875,2940.0138888888887,3428.0277777777774,126494.04166666667
125003,24433,0,0,0,1,1,3,0,1,1,2,2,25142.5,12571.25,16761.666666666664,23047.291666666664,23047.291666666664,2940.0138888888887,3428.0277777777774,106938.04166666667
77188,9620,0,0,1,0,1,1,0,0,1,1,2,16892.0,8446.0,11261.333333333332,15484.333333333332,15484.333333333332,2940.0138888888887,3428.0277777777774,73936.04166666666
179969,33080,1,0,0,0,1,2,3,0,0,1,0,36722.25,18361.125,24481.5,33662.0625,33662.0625,2940.0138888888887,3428.0277777777774,153257.04166666666
181706,44986,0,0,0,0,1,0,1,1,1,2,1,34180.0,17090.0,22786.666666666664,31331.666666666664,31331.666666666664,2940.0138888888887,3428.0277777777774,143088.04166666663
78037,6886,1,0,0,1,1,1,3,1,1,0,1,17787.75,8893.875,11858.5,16305.4375,16305.4375,2940.0138888888887,3428.0277777777774,77519.04166666667
114412,31529,0,0,0,0,1,4,0,0,0,2,1,20720.75,10360.375,13813.833333333332,18994.02083333333,18994.02083333333,2940.0138888888887,3428.0277777777774,89251.04166666666
121938,21391,1,0,0,1,1,2,0,1,1,1,0,25136.75,12568.375,16757.833333333332,23042.02083333333,23042.02083333333,2940.0138888888887,3428.0277777777774,106915.04166666666
112214,15011,0,0,0,1,1,0,2,1,0,2,2,24300.75,12150.375,16200.5,22275.6875,22275.6875,2940.0138888888887,3428.0277777777774,103571.04166666667
56651,13112,0,1,0,0,1,3,1,0,1,0,1,10884.75,5442.375,7256.5,9977.6875,9977.6875,2940.0138888888887,3428.0277777777774,49907.04166666667
89703,11251,0,0,0,0,1,2,0,0,1,0,2,19613.0,9806.5,13075.333333333332,17978.583333333332,17978.583333333332,2940.0138888888887,3428.0277777777774,84820.04166666666
68481,17729,0,0,0,0,1,3,1,0,0,0,1,12688.0,6344.0,8458.666666666666,11630.666666666666,11630.666666666666,2940.0138888888887,3428.0277777777774,57120.04166666666
72860,10800,0,1,0,0,1,3,3,1,1,2,1,15515.0,7757.5,10343.333333333332,14222.083333333332,14222.083333333332,2940.0138888888887,3428.0277777777774,68428.04166666666
134482,22766,1,0,0,1,1,0,2,1,1,2,2,27929.0,13964.5,18619.33333333333,25601.58333333333,25601.58333333333,2940.0138888888887,3428.0277777777774,118084.04166666666
76480,17975,1,0,1,1,1,4,0,0,1,2,1,14626.25,7313.125,9750.833333333332,13407.395833333332,13407.395833333332,2940.0138888888887,3428.0277777777774,64873.04166666667
174328,28027,0,1,0,0,1,2,3,1,0,2,2,36575.25,18287.625,24383.5,33527.3125,33527.3125,2940.0138888888887,3428.0277777777774,152669.04166666666
103651,20123,0,0,0,1,1,3,0,1,1,0,1,20882.0,10441.0,13921.333333333332,19141.83333333333,19141.83333333333,2940.0138888888887,3428.0277777777774,89896.04166666666
116364,16600,0,1,0,0,1,2,1,1,1,0,0,24941.0,12470.5,16627.333333333332,22862.58333333333,22862.58333333333,2940.0138888888887,3428.0277777777774,106132.04166666666
66138,18189,1,0,0,0,1,0,0,1,1,2,2,11987.25,5993.625,7991.5,10988.3125,10988.3125,2940.0138888888887,3428.0277777777774,54317.04166666667
135890,9983,0,1,0,0,1,0,2,0,0,1,0,31476.75,15738.375,20984.5,28853.6875,28853.6875,2940.0138888888887,3428.0277777777774,132275.04166666666
80862,21653,1,0,0,1,1,0,3,0,0,1,1,14802.25,7401.125,9868.166666666666,13568.729166666666,13568.729166666666,2940.0138888888887,3428.0277777777774,65577.04166666666
148148,22007,1,0,0,1,1,0,3,0,0,1,1,31535.25,15767.625,21023.5,28907.3125,28907.3125,2940.0138888888887,3428.0277777777774,132509.04166666666
150306,40407,0,0,0,0,1,0,1,0,0,2,2,27474.75,13737.375,18316.5,25185.1875,25185.1875,2940.0138888888887,3428.0277777777774,116267.04166666667
78981,15660,1,0,0,1,1,4,2,0,1,1,0,15830.25,7915.125,10553.5,14511.0625,14511.0625,2940.0138888888887,3428.0277777777774,69689.04166666667
131646,24573,0,0,1,1,1,3,0,0,1,0,0,26768.25,13384.125,17845.5,24537.5625,24537.5625,2940.0138888888887,3428.0277777777774,113441.04166666667
197945,30861,1,0,0,1,1,3,3,1,1,1,2,41771.0,20885.5,27847.33333333333,38290.08333333333,38290.08333333333,2940.0138888888887,3428.0277777777774,173452.04166666666
152003,39487,1,0,0,1,1,1,0,1,0,0,2,28129.0,14064.5,18752.666666666664,25784.916666666664,25784.916666666664,2940.0138888888887,3428.0277777777774,118884.04166666667
173273,35782,0,0,0,0,1,0,3,1,1,1,0,34372.75,17186.375,22915.166666666664,31508.354166666664,31508.354166666664,2940.0138888888887,3428.0277777777774,143859.04166666663
68983,5392,0,1,0,1,1,0,3,1,1,0,0,15897.75,7948.875,10598.5,14572.9375,14572.9375,2940.0138888888887,3428.0277777777774,69959.04166666667
68170,15113,0,0,0,0,1,2,0,0,1,0,2,13264.25,6632.125,8842.833333333332,12158.895833333332,12158.895833333332,2940.0138888888887,3428.0277777777774,59425.04166666667
95849,18733,1,0,0,1,1,2,3,0,0,0,2,19279.0,9639.5,12852.666666666666,17672.416666666664,17672.416666666664,2940.0138888888887,3428.0277777777774,83484.04166666667
151501,26846,1,0,0,1,1,0,0,1,1,2,0,31163.75,15581.875,20775.83333333333,28566.77083333333,28566.77083333333,2940.0138888888887,3428.0277777777774,131023.04166666666
194518,18823,1,0,0,1,1,3,1,0,1,2,2,43923.75,21961.875,29282.5,40263.4375,40263.4375,2940.0138888888887,3428.0277777777774,182063.04166666666
92286,18027,1,0,0,0,1,1,1,0,0,0,1,18564.75,9282.375,12376.5,17017.6875,17017.6875,2940.0138888888887,3428.0277777777774,80627.04166666667
159259,13738,1,0,0,0,1,1,0,1,1,0,2,36380.25,18190.125,24253.5,33348.5625,33348.5625,2940.0138888888887,3428.0277777777774,151889.04166666666
158735,8683,0,1,0,1,1,3,2,0,0,0,0,37513.0,18756.5,25008.666666666664,34386.916666666664,34386.916666666664,2940.0138888888887,3428.0277777777774,156420.04166666663
64989,11428,1,0,0,0,1,3,0,0,0,1,1,13390.25,6695.125,8926.833333333332,12274.395833333332,12274.395833333332,2940.0138888888887,3428.0277777777774,59929.04166666667
107002,18778,1,0,0,1,0,0,1,0,1,0,0,44112.0,22056.0,14704.0,23366.749999999996,3676.0,2940.0138888888887,3676.0,114530.76388888889
139825,41630,0,1,0,0,1,4,3,0,1,2,0,24548.75,12274.375,16365.833333333332,22503.02083333333,22503.02083333333,2940.0138888888887,3428.0277777777774,104563.04166666666
198249,40941,1,0,1,1,1,0,0,0,0,1,1,39327.0,19663.5,26218.0,36049.75,36049.75,2940.0138888888887,3428.0277777777774,163676.04166666666
69678,14464,1,0,0,0,1,0,3,0,0,1,0,13803.5,6901.75,9202.333333333332,12653.208333333332,12653.208333333332,2940.0138888888887,3428.0277777777774,61582.04166666667
133466,22004,0,0,0,1,1,0,3,1,1,0,2,27865.5,13932.75,18577.0,25543.375,25543.375,2940.0138888888887,3428.0277777777774,117830.04166666667
81672,22935,1,0,0,1,1,0,1,1,0,1,1,14684.25,7342.125,9789.5,13460.5625,13460.5625,2940.0138888888887,3428.0277777777774,65105.04166666667
188479,42202,1,0,0,0,1,3,1,1,0,1,0,36569.25,18284.625,24379.5,33521.8125,33521.8125,2940.0138888888887,3428.0277777777774,152645.04166666666
66256,14047,0,0,0,0,1,0,3,0,1,2,0,13052.25,6526.125,8701.5,11964.5625,11964.5625,2940.0138888888887,3428.0277777777774,58577.04166666667
91044,16957,1,0,0,0,1,0,2,1,0,0,0,18521.75,9260.875,12347.833333333332,16978.270833333332,16978.270833333332,2940.0138888888887,3428.0277777777774,80455.04166666666
64808,3340,1,0,0,0,1,0,0,0,1,1,2,15367.0,7683.5,10244.666666666666,14086.416666666666,14086.416666666666,2940.0138888888887,3428.0277777777774,67836.04166666666
101910,17920,0,1,0,0,1,3,1,0,1,1,2,20997.5,10498.75,13998.333333333332,19247.70833333333,19247.70833333333,2940.0138888888887,3428.0277777777774,90358.04166666666
73592,15956,0,1,1,0,1,1,0,0,1,2,0,14409.0,7204.5,9606.0,13208.25,13208.25,2940.0138888888887,3428.0277777777774,64004.04166666667
123267,19373,0,0,0,0,1,0,1,1,0,1,0,25973.5,12986.75,17315.666666666664,23809.041666666664,23809.041666666664,2940.0138888888887,3428.0277777777774,110262.04166666667
147431,39868,1,0,0,1,1,3,0,0,1,1,2,26890.75,13445.375,17927.166666666664,24649.854166666664,24649.854166666664,2940.0138888888887,3428.0277777777774,113931.04166666667
158688,26825,0,0,0,0,1,4,2,1,0,1,2,32965.75,16482.875,21977.166666666664,30218.604166666664,30218.604166666664,2940.0138888888887,3428.0277777777774,138231.04166666663
119038,19673,0,1,0,0,1,2,2,0,1,0,2,24841.25,12420.625,16560.833333333332,22771.14583333333,22771.14583333333,2940.0138888888887,3428.0277777777774,105733.04166666666
143493,33243,0,0,0,0,1,4,3,0,1,2,1,27562.5,13781.25,18375.0,25265.625,25265.625,2940.0138888888887,3428.0277777777774,116618.04166666667
64203,8297,0,1,0,1,1,3,0,1,0,2,0,13976.5,6988.25,9317.666666666666,12811.791666666666,12811.791666666666,2940.0138888888887,3428.0277777777774,62274.04166666666
165233,41209,0,0,0,0,1,2,1,0,1,1,1,31006.0,15503.0,20670.666666666664,28422.166666666664,28422.166666666664,2940.0138888888887,3428.0277777777774,130392.04166666664
98304,8821,1,0,0,1,1,0,0,0,0,0,1,22370.75,11185.375,14913.833333333332,20506.52083333333,20506.52083333333,2940.0138888888887,3428.0277777777774,95851.04166666666
80827,17552,0,1,0,1,1,1,1,1,0,2,0,15818.75,7909.375,10545.833333333332,14500.520833333332,14500.520833333332,2940.0138888888887,3428.0277777777774,69643.04166666666
198362,21231,0,1,0,1,1,3,1,0,0,0,1,44282.75,22141.375,29521.83333333333,40592.52083333333,40592.52083333333,2940.0138888888887,3428.0277777777774,183499.04166666666
192489,14728,0,0,0,0,1,3,3,1,1,2,2,44440.25,22220.125,29626.83333333333,40736.89583333333,40736.89583333333,2940.0138888888887,3428.0277777777774,184129.04166666666
121029,28067,0,0,0,1,1,1,2,1,0,0,1,23240.5,11620.25,15493.666666666666,21303.791666666664,21303.791666666664,2940.0138888888887,3428.0277777777774,99330.04166666667
199050,26496,0,0,0,0,1,3,2,0,1,2,2,43138.5,21569.25,28759.0,39543.625,39543.625,2940.0138888888887,3428.0277777777774,178922.04166666666
85026,14067,0,1,0,0,1,0,2,1,0,1,0,17739.75,8869.875,11826.5,16261.4375,16261.4375,2940.0138888888887,3428.0277777777774,77327.04166666667
171852,49459,0,1,0,1,1,1,3,1,1,1,0,30598.25,15299.125,20398.83333333333,28048.39583333333,28048.39583333333,2940.0138888888887,3428.0277777777774,128761.04166666666
149021,8934,0,1,0,0,1,2,3,0,0,0,0,35021.75,17510.875,23347.83333333333,32103.27083333333,32103.27083333333,2940.0138888888887,3428.0277777777774,146455.04166666666
181523,27295,0,0,0,1,1,3,3,1,1,1,0,38557.0,19278.5,25704.666666666664,35343.916666666664,35343.916666666664,2940.0138888888887,3428.0277777777774,160596.04166666663
118018,16385,0,0,0,1,1,3,3,1,0,0,0,25408.25,12704.125,16938.833333333332,23290.89583333333,23290.89583333333,2940.0138888888887,3428.0277777777774,108001.04166666666
97601,23679,0,1,0,0,1,4,0,0,1,0,1,18480.5,9240.25,12320.333333333332,16940.458333333332,16940.458333333332,2940.0138888888887,3428.0277777777774,80290.04166666666
150485,37023,1,0,0,1,1,2,1,1,0,1,2,28365.5,14182.75,18910.33333333333,26001.70833333333,26001.70833333333,2940.0138888888887,3428.0277777777774,119830.04166666666
140703,36953,0,1,0,0,1,4,2,0,0,0,0,25937.5,12968.75,17291.666666666664,23776.041666666664,23776.041666666664,2940.0138888888887,3428.0277777777774,110118.04166666667
189251,31407,0,1,0,1,1,3,0,1,1,0,1,39461.0,19730.5,26307.33333333333,36172.58333333333,36172.58333333333,2940.0138888888887,3428.0277777777774,164212.04166666666
166699,32087,1,0,0,0,1,1,0,1,1,1,1,33653.0,16826.5,22435.33333333333,30848.58333333333,30848.58333333333,2940.0138888888887,3428.0277777777774,140980.04166666666
167983,31117,1,0,0,0,1,3,1,0,1,2,1,34216.5,17108.25,22811.0,31365.125,31365.125,2940.0138888888887,3428.0277777777774,143234.04166666666
67128,19982,1,0,0,1,1,4,0,0,1,2,2,11786.5,5893.25,7857.666666666666,10804.291666666666,10804.291666666666,2940.0138888888887,3428.0277777777774,53514.04166666666
178784,11691,0,0,0,0,1,1,0,1,1,1,1,41773.25,20886.625,27848.83333333333,38292.14583333333,38292.14583333333,2940.0138888888887,3428.0277777777774,173461.04166666666
123481,6397,0,0,0,0,1,1,2,1,1,0,0,29271.0,14635.5,19514.0,26831.75,26831.75,2940.0138888888887,3428.0277777777774,123452.04166666667
107998,10678,0,1,0,0,1,3,0,0,0,2,2,24330.0,12165.0,16220.0,22302.5,22302.5,2940.0138888888887,3428.0277777777774,103688.04166666667
111044,14727,0,1,0,1,1,4,2,1,0,1,0,24079.25,12039.625,16052.833333333332,22072.64583333333,22072.64583333333,2940.0138888888887,3428.0277777777774,102685.04166666666
142389,19734,0,1,0,0,1,0,3,1,1,2,1,30663.75,15331.875,20442.5,28108.4375,28108.4375,2940.0138888888887,3428.0277777777774,129023.04166666667
184489,53396,1,0,0,1,1,3,0,1,1,1,1,32773.25,16386.625,21848.83333333333,30042.14583333333,30042.14583333333,2940.0138888888887,3428.0277777777774,137461.04166666666
101807,23847,1,0,0,0,1,4,0,0,1,1,0,19490.0,9745.0,12993.333333333332,17865.833333333332,17865.833333333332,2940.0138888888887,3428.0277777777774,84328.04166666666
55100,6658,0,1,0,0,1,1,3,0,0,0,2,12110.5,6055.25,8073.666666666666,11101.291666666666,11101.291666666666,2940.0138888888887,3428.0277777777774,54810.04166666666
187561,35641,0,1,0,1,1,0,3,1,1,1,0,37980.0,18990.0,25320.0,34815.0,34815.0,2940.0138888888887,3428.0277777777774,158288.04166666666
142261,32722,0,1,0,1,1,3,3,1,1,0,2,27384.75,13692.375,18256.5,25102.6875,25102.6875,2940.0138888888887,3428.0277777777774,115907.04166666667
186056,39501,0,1,0,0,1,0,2,1,0,1,1,36638.75,18319.375,24425.83333333333,33585.52083333333,33585.52083333333,2940.0138888888887,3428.0277777777774,152923.04166666666
132518,18657,0,1,0,1,1,3,1,0,1,2,0,28465.25,14232.625,18976.83333333333,26093.14583333333,26093.14583333333,2940.0138888888887,3428.0277777777774,120229.04166666666
156841,33893,1,0,0,1,1,0,2,0,0,1,1,30737.0,15368.5,20491.33333333333,28175.58333333333,28175.58333333333,2940.0138888888887,3428.0277777777774,129316.04166666666
171181,47645,0,1,0,0,1,1,2,1,1,2,1,30884.0,15442.0,20589.33333333333,28310.33333333333,28310.33333333333,2940.0138888888887,3428.0277777777774,129904.04166666666
149204,19772,0,0,0,1,1,2,0,1,1,0,2,32358.0,16179.0,21572.0,29661.5,29661.5,2940.0138888888887,3428.0277777777774,135800.04166666666
174596,47633,0,0,0,0,1,0,3,0,0,0,0,31740.75,15870.375,21160.5,29095.6875,29095.6875,2940.0138888888887,3428.0277777777774,133331.04166666666
92990,8956,0,1,0,1,1,2,3,0,0,2,1,21008.5,10504.25,14005.666666666666,19257.791666666664,19257.791666666664,2940.0138888888887,3428.0277777777774,90402.04166666667
67137,12827,0,1,0,0,0,0,2,0,0,1,2,27155.0,13577.5,9051.666666666666,23366.749999999996,1508.611111111111,1508.611111111111,1508.611111111111,77676.74999999999
113470,26369,1,0,0,0,1,3,2,1,0,2,0,21775.25,10887.625,14516.833333333332,19960.64583333333,19960.64583333333,2940.0138888888887,3428.0277777777774,93469.04166666666
174908,26036,1,0,0,0,1,0,2,0,0,0,1,37218.0,18609.0,24812.0,34116.5,34116.5,2940.0138888888887,3428.0277777777774,155240.04166666666
55172,12886,0,0,0,0,1,3,1,0,0,0,1,10571.5,5285.75,7047.666666666666,9690.541666666666,9690.541666666666,2940.0138888888887,3428.0277777777774,48654.04166666666
150669,39672,0,0,0,0,1,2,2,1,0,1,0,27749.25,13874.625,18499.5,25436.8125,25436.8125,2940.0138888888887,3428.0277777777774,117365.04166666667
104876,10915,0,1,0,1,1,3,0,1,0,2,2,23490.25,11745.125,15660.166666666666,21532.729166666664,21532.729166666664,2940.0138888888887,3428.0277777777774,100329.04166666667
79430,20849,0,0,0,1,1,0,1,0,0,2,0,14645.25,7322.625,9763.5,13424.8125,13424.8125,2940.0138888888887,3428.0277777777774,64949.04166666667
184769,50542,0,1,1,0,1,1,0,0,0,2,0,33556.75,16778.375,22371.166666666664,30760.354166666664,30760.354166666664,2940.0138888888887,3428.0277777777774,140595.04166666663
129123,9412,0,1,0,1,1,3,1,1,0,1,1,29927.75,14963.875,19951.83333333333,27433.77083333333,27433.77083333333,2940.0138888888887,3428.0277777777774,126079.04166666666
60136,14644,0,1,0,1,1,3,1,1,1,2,1,11373.0,5686.5,7582.0,10425.25,10425.25,2940.0138888888887,3428.0277777777774,51860.04166666667
92521,20649,0,1,0,0,1,3,3,1,1,2,0,17968.0,8984.0,11978.666666666666,16470.666666666664,16470.666666666664,2940.0138888888887,3428.0277777777774,78240.04166666667
82277,5833,1,0,0,0,1,1,2,0,0,1,2,19111.0,9555.5,12740.666666666666,17518.416666666664,17518.416666666664,2940.0138888888887,3428.0277777777774,82812.04166666667
107409,28423,0,0,0,1,1,0,0,1,1,1,0,19746.5,9873.25,13164.333333333332,18100.95833333333,18100.95833333333,2940.0138888888887,3428.0277777777774,85354.04166666666
56154,11279,0,1,0,0,1,2,3,0,0,0,1,11218.75,5609.375,7479.166666666666,10283.854166666666,10283.854166666666,2940.0138888888887,3428.0277777777774,51243.04166666666
176072,26597,1,0,0,0,1,4,1,0,1,1,0,37368.75,18684.375,24912.5,34254.6875,34254.6875,2940.0138888888887,3428.0277777777774,155843.04166666666
128869,10033,1,0,0,0,0,0,1,0,0,1,2,59418.0,29709.0,19806.0,23366.749999999996,3301.0,3301.0,3301.0,142202.75
191818,36746,1,0,0,1,1,2,2,0,1,1,0,38768.0,19384.0,25845.33333333333,35537.33333333333,35537.33333333333,2940.0138888888887,3428.0277777777774,161440.04166666666
82815,11165,1,0,0,1,1,0,2,1,1,1,2,17912.5,8956.25,11941.666666666666,16419.791666666664,16419.791666666664,2940.0138888888887,3428.0277777777774,78018.04166666667
